CUST-5996,205.69bpm,8.16m/sec,Hiking,2025-05-04 15:24:58.061290
CUST-5997,129.1bpm,1.91m/sec,Walking,2025-05-04 15:24:58.061371
CUST-5998,108.47bpm,1.78m/sec,Hiking,2025-05-04 15:24:58.061396
CUST-5999,185.91bpm,7.93m/sec,Swimming,2025-05-04 15:24:58.061418
CUST-6000,165.74bpm,6.33m/sec,Walking,2025-05-04 15:24:58.061465
CUST-6001,160.15bpm,9.17m/sec,Swimming,2025-05-04 15:24:58.061491
CUST-6002,106.79bpm,4.75m/sec,Swimming,2025-05-04 15:24:58.061512
CUST-6003,138.65bpm,2.52m/sec,Swimming,2025-05-04 15:24:58.061550
CUST-6004,183.98bpm,2.69m/sec,Walking,2025-05-04 15:24:58.061805
CUST-6005,171.48bpm,11.71m/sec,Swimming,2025-05-04 15:24:58.061830
CUST-6006,204.53bpm,8.53m/sec,Walking,2025-05-04 15:24:58.061850
CUST-6007,196.66bpm,1.42m/sec,Hiking,2025-05-04 15:24:58.061873
CUST-6008,117.32bpm,1.09m/sec,Hiking,2025-05-04 15:24:58.061892
CUST-6009,152.02bpm,5.64m/sec,Hiking,2025-05-04 15:24:58.061911
CUST-6010,170.26bpm,7.95m/sec,Walking,2025-05-04 15:24:58.061930
CUST-6011,190.23bpm,9.61m/sec,Running,2025-05-04 15:24:58.061949
CUST-6012,205.03bpm,4.68m/sec,Hiking,2025-05-04 15:24:58.061967
CUST-6013,121.45bpm,3.71m/sec,Running,2025-05-04 15:24:58.061986
CUST-6014,191.58bpm,5.29m/sec,Swimming,2025-05-04 15:24:58.062004
CUST-6015,140.55bpm,6.41m/sec,Running,2025-05-04 15:24:58.062023
CUST-6016,167.07bpm,5.63m/sec,Walking,2025-05-04 15:24:58.062041
CUST-6017,185.87bpm,11.22m/sec,Running,2025-05-04 15:24:58.062060
CUST-6018,119.88bpm,5.98m/sec,Hiking,2025-05-04 15:24:58.062078
CUST-6019,182.82bpm,9.23m/sec,Walking,2025-05-04 15:24:58.062096
CUST-6020,173.49bpm,11.05m/sec,Running,2025-05-04 15:24:58.062115
CUST-6021,185.23bpm,3.2m/sec,Hiking,2025-05-04 15:24:58.062133
CUST-6022,111.76bpm,11.31m/sec,Hiking,2025-05-04 15:24:58.062151
CUST-6023,166.1bpm,10.83m/sec,Hiking,2025-05-04 15:24:58.062170
CUST-6024,166.9bpm,7.46m/sec,Hiking,2025-05-04 15:24:58.062188
CUST-6025,174.62bpm,2.7m/sec,Running,2025-05-04 15:24:58.062207
CUST-6026,190.84bpm,10.01m/sec,Walking,2025-05-04 15:24:58.062225
CUST-6027,208.17bpm,8.34m/sec,Hiking,2025-05-04 15:24:58.062243
CUST-6028,128.08bpm,6.08m/sec,Hiking,2025-05-04 15:24:58.062261
CUST-6029,138.25bpm,11.52m/sec,Running,2025-05-04 15:24:58.062279
CUST-6030,170.97bpm,2.22m/sec,Walking,2025-05-04 15:24:58.062298
CUST-6031,149.7bpm,3.43m/sec,Walking,2025-05-04 15:24:58.062316
CUST-6032,154.45bpm,8.15m/sec,Swimming,2025-05-04 15:24:58.062335
CUST-6033,190.57bpm,6.72m/sec,Walking,2025-05-04 15:24:58.062353
CUST-6034,127.67bpm,9.47m/sec,Swimming,2025-05-04 15:24:58.062392
CUST-6035,209.6bpm,3.15m/sec,Swimming,2025-05-04 15:24:58.062526
CUST-6036,177.63bpm,4.36m/sec,Swimming,2025-05-04 15:24:58.062546
CUST-6037,164.34bpm,1.59m/sec,Running,2025-05-04 15:24:58.062565
CUST-6038,198.64bpm,11.21m/sec,Swimming,2025-05-04 15:24:58.062584
CUST-6039,180.24bpm,4.82m/sec,Walking,2025-05-04 15:24:58.062602
CUST-6040,127.15bpm,7.91m/sec,Running,2025-05-04 15:24:58.062620
CUST-6041,159.84bpm,1.34m/sec,Swimming,2025-05-04 15:24:58.062638
CUST-6042,103.31bpm,5.32m/sec,Running,2025-05-04 15:24:58.062657
CUST-6043,127.57bpm,7.08m/sec,Hiking,2025-05-04 15:24:58.062675
CUST-6044,144.2bpm,3.63m/sec,Running,2025-05-04 15:24:58.062694
CUST-6045,139.68bpm,1.58m/sec,Walking,2025-05-04 15:24:58.062713
CUST-6046,103.62bpm,5.33m/sec,Swimming,2025-05-04 15:24:58.062731
CUST-6047,166.66bpm,10.54m/sec,Running,2025-05-04 15:24:58.062750
CUST-6048,102.54bpm,5.18m/sec,Hiking,2025-05-04 15:24:58.062768
CUST-6049,144.32bpm,6.99m/sec,Hiking,2025-05-04 15:24:58.062786
CUST-6050,101.35bpm,3.38m/sec,Walking,2025-05-04 15:24:58.062831
CUST-6051,165.75bpm,7.49m/sec,Swimming,2025-05-04 15:24:58.062851
CUST-6052,187.95bpm,8.56m/sec,Walking,2025-05-04 15:24:58.063148
CUST-6053,164.56bpm,2.83m/sec,Hiking,2025-05-04 15:24:58.063192
CUST-6054,116.63bpm,9.06m/sec,Walking,2025-05-04 15:24:58.063248
CUST-6055,112.62bpm,4.29m/sec,Swimming,2025-05-04 15:24:58.063272
CUST-6056,128.08bpm,3.64m/sec,Running,2025-05-04 15:24:58.063295
CUST-6057,129.23bpm,8.98m/sec,Hiking,2025-05-04 15:24:58.063317
CUST-6058,171.25bpm,10.76m/sec,Running,2025-05-04 15:24:58.063342
CUST-6059,194.61bpm,8.36m/sec,Hiking,2025-05-04 15:24:58.063364
CUST-6060,154.78bpm,2.81m/sec,Running,2025-05-04 15:24:58.063386
CUST-6061,196.56bpm,9.72m/sec,Swimming,2025-05-04 15:24:58.063409
CUST-6062,122.31bpm,2.87m/sec,Walking,2025-05-04 15:24:58.063431
CUST-6063,112.89bpm,3.79m/sec,Swimming,2025-05-04 15:24:58.063453
CUST-6064,149.75bpm,5.86m/sec,Walking,2025-05-04 15:24:58.063476
CUST-6065,155.63bpm,5.2m/sec,Running,2025-05-04 15:24:58.063498
CUST-6066,138.46bpm,8.29m/sec,Walking,2025-05-04 15:24:58.063520
CUST-6067,169.75bpm,5.73m/sec,Hiking,2025-05-04 15:24:58.063542
CUST-6068,193.28bpm,4.26m/sec,Running,2025-05-04 15:24:58.063564
CUST-6069,149.21bpm,4.94m/sec,Walking,2025-05-04 15:24:58.063586
CUST-6070,205.05bpm,4.69m/sec,Running,2025-05-04 15:24:58.063608
CUST-6071,195.18bpm,5.46m/sec,Walking,2025-05-04 15:24:58.063631
CUST-6072,139.49bpm,2.8m/sec,Swimming,2025-05-04 15:24:58.063660
CUST-6073,193.03bpm,9.66m/sec,Walking,2025-05-04 15:24:58.063682
CUST-6074,147.08bpm,2.22m/sec,Hiking,2025-05-04 15:24:58.063705
CUST-6075,123.71bpm,5.21m/sec,Running,2025-05-04 15:24:58.063726
CUST-6076,143.78bpm,10.14m/sec,Swimming,2025-05-04 15:24:58.063748
CUST-6077,191.62bpm,3.96m/sec,Hiking,2025-05-04 15:24:58.063770
CUST-6078,115.85bpm,1.48m/sec,Hiking,2025-05-04 15:24:58.063792
CUST-6079,183.27bpm,3.83m/sec,Walking,2025-05-04 15:24:58.063813
CUST-6080,143.52bpm,2.69m/sec,Swimming,2025-05-04 15:24:58.063835
CUST-6081,159.13bpm,11.15m/sec,Running,2025-05-04 15:24:58.063858
CUST-6082,147.13bpm,6.55m/sec,Walking,2025-05-04 15:24:58.063880
CUST-6083,163.18bpm,5.59m/sec,Hiking,2025-05-04 15:24:58.063901
CUST-6084,105.2bpm,4.05m/sec,Swimming,2025-05-04 15:24:58.063923
CUST-6085,171.07bpm,4.39m/sec,Hiking,2025-05-04 15:24:58.063945
CUST-6086,153.09bpm,3.58m/sec,Running,2025-05-04 15:24:58.063967
CUST-6087,136.52bpm,5.96m/sec,Hiking,2025-05-04 15:24:58.063989
CUST-6088,102.0bpm,4.65m/sec,Hiking,2025-05-04 15:24:58.064011
CUST-6089,145.24bpm,9.73m/sec,Walking,2025-05-04 15:24:58.064033
CUST-6090,200.65bpm,1.3m/sec,Running,2025-05-04 15:24:58.064054
CUST-6091,175.53bpm,7.62m/sec,Hiking,2025-05-04 15:24:58.064076
CUST-6092,204.58bpm,2.12m/sec,Running,2025-05-04 15:24:58.064098
CUST-6093,149.27bpm,9.45m/sec,Hiking,2025-05-04 15:24:58.064120
CUST-6094,136.88bpm,1.55m/sec,Walking,2025-05-04 15:24:58.064142
CUST-6095,178.83bpm,11.46m/sec,Walking,2025-05-04 15:24:58.064164
CUST-6096,176.74bpm,4.2m/sec,Hiking,2025-05-04 15:24:58.064185
CUST-6097,116.47bpm,5.42m/sec,Walking,2025-05-04 15:24:58.064207
CUST-6098,133.82bpm,2.61m/sec,Hiking,2025-05-04 15:24:58.064230
CUST-6099,168.28bpm,1.49m/sec,Swimming,2025-05-04 15:24:58.064268
CUST-6100,181.21bpm,5.2m/sec,Walking,2025-05-04 15:24:58.064290
CUST-6101,167.46bpm,1.6m/sec,Running,2025-05-04 15:24:58.064312
CUST-6102,201.24bpm,6.52m/sec,Walking,2025-05-04 15:24:58.064335
CUST-6103,164.84bpm,7.68m/sec,Hiking,2025-05-04 15:24:58.064356
CUST-6104,186.46bpm,4.2m/sec,Hiking,2025-05-04 15:24:58.064378
CUST-6105,140.86bpm,3.06m/sec,Hiking,2025-05-04 15:24:58.064400
CUST-6106,122.83bpm,11.24m/sec,Swimming,2025-05-04 15:24:58.064479
CUST-6107,196.26bpm,4.65m/sec,Hiking,2025-05-04 15:24:58.064502
CUST-6108,162.63bpm,3.07m/sec,Swimming,2025-05-04 15:24:58.064531
CUST-6109,160.82bpm,10.42m/sec,Hiking,2025-05-04 15:24:58.064554
CUST-6110,142.93bpm,8.74m/sec,Hiking,2025-05-04 15:24:58.064582
CUST-6111,198.34bpm,11.14m/sec,Walking,2025-05-04 15:24:58.064649
CUST-6112,162.87bpm,10.89m/sec,Walking,2025-05-04 15:24:58.064682
CUST-6113,172.62bpm,9.39m/sec,Swimming,2025-05-04 15:24:58.064706
CUST-6114,119.56bpm,5.1m/sec,Walking,2025-05-04 15:24:58.064729
CUST-6115,162.83bpm,8.67m/sec,Running,2025-05-04 15:24:58.064752
CUST-6116,113.03bpm,4.49m/sec,Swimming,2025-05-04 15:24:58.064775
CUST-6117,133.74bpm,2.73m/sec,Hiking,2025-05-04 15:24:58.064799
CUST-6118,169.94bpm,1.93m/sec,Walking,2025-05-04 15:24:58.064821
CUST-6119,132.75bpm,7.81m/sec,Swimming,2025-05-04 15:24:58.064843
CUST-6120,128.51bpm,6.04m/sec,Running,2025-05-04 15:24:58.064865
CUST-6121,137.58bpm,5.25m/sec,Walking,2025-05-04 15:24:58.064981
CUST-6122,115.38bpm,5.94m/sec,Running,2025-05-04 15:24:58.065002
CUST-6123,117.2bpm,7.97m/sec,Running,2025-05-04 15:24:58.065020
CUST-6124,140.88bpm,11.64m/sec,Hiking,2025-05-04 15:24:58.065039
CUST-6125,127.8bpm,1.78m/sec,Running,2025-05-04 15:24:58.065058
CUST-6126,147.16bpm,2.3m/sec,Running,2025-05-04 15:24:58.065076
CUST-6127,153.13bpm,1.44m/sec,Swimming,2025-05-04 15:24:58.065094
CUST-6128,102.04bpm,11.42m/sec,Hiking,2025-05-04 15:24:58.065112
CUST-6129,139.55bpm,9.59m/sec,Hiking,2025-05-04 15:24:58.065131
CUST-6130,167.42bpm,7.1m/sec,Hiking,2025-05-04 15:24:58.065149
CUST-6131,144.37bpm,9.22m/sec,Swimming,2025-05-04 15:24:58.065167
CUST-6132,193.8bpm,1.43m/sec,Running,2025-05-04 15:24:58.065185
CUST-6133,156.62bpm,6.13m/sec,Running,2025-05-04 15:24:58.065204
CUST-6134,182.11bpm,11.23m/sec,Hiking,2025-05-04 15:24:58.065222
CUST-6135,183.68bpm,11.41m/sec,Walking,2025-05-04 15:24:58.065241
CUST-6136,111.86bpm,4.37m/sec,Hiking,2025-05-04 15:24:58.065259
CUST-6137,139.14bpm,9.12m/sec,Hiking,2025-05-04 15:24:58.065277
CUST-6138,121.42bpm,4.69m/sec,Walking,2025-05-04 15:24:58.065296
CUST-6139,186.47bpm,2.51m/sec,Walking,2025-05-04 15:24:58.065315
CUST-6140,154.59bpm,8.66m/sec,Walking,2025-05-04 15:24:58.065366
CUST-6141,198.42bpm,1.9m/sec,Swimming,2025-05-04 15:24:58.065434
CUST-6142,209.43bpm,2.22m/sec,Walking,2025-05-04 15:24:58.065456
