CUST-22979,176.38bpm,4.81m/sec,Swimming,2025-05-04 15:25:32.501246
CUST-22980,115.95bpm,5.6m/sec,Running,2025-05-04 15:25:32.501347
CUST-22981,185.87bpm,10.34m/sec,Swimming,2025-05-04 15:25:32.501368
CUST-22982,133.41bpm,6.34m/sec,Hiking,2025-05-04 15:25:32.501387
CUST-22983,173.63bpm,6.52m/sec,Running,2025-05-04 15:25:32.501406
CUST-22984,114.07bpm,4.38m/sec,Walking,2025-05-04 15:25:32.501425
CUST-22985,133.33bpm,10.62m/sec,Running,2025-05-04 15:25:32.501444
CUST-22986,200.48bpm,6.49m/sec,Hiking,2025-05-04 15:25:32.501462
CUST-22987,135.54bpm,4.53m/sec,Swimming,2025-05-04 15:25:32.501481
CUST-22988,170.13bpm,7.7m/sec,Running,2025-05-04 15:25:32.501499
CUST-22989,152.65bpm,5.62m/sec,Running,2025-05-04 15:25:32.501716
CUST-22990,128.14bpm,10.3m/sec,Running,2025-05-04 15:25:32.501740
CUST-22991,120.83bpm,3.72m/sec,Hiking,2025-05-04 15:25:32.501752
CUST-22992,163.3bpm,4.81m/sec,Running,2025-05-04 15:25:32.501763
CUST-22993,107.19bpm,7.83m/sec,Running,2025-05-04 15:25:32.501773
CUST-22994,146.28bpm,3.55m/sec,Walking,2025-05-04 15:25:32.501783
CUST-22995,194.77bpm,10.46m/sec,Hiking,2025-05-04 15:25:32.501797
CUST-22996,145.38bpm,5.67m/sec,Hiking,2025-05-04 15:25:32.501811
CUST-22997,130.83bpm,8.49m/sec,Hiking,2025-05-04 15:25:32.501820
CUST-22998,174.0bpm,10.57m/sec,Running,2025-05-04 15:25:32.501833
CUST-22999,172.22bpm,11.66m/sec,Swimming,2025-05-04 15:25:32.501843
CUST-23000,203.57bpm,1.37m/sec,Hiking,2025-05-04 15:25:32.501853
CUST-23001,128.93bpm,3.09m/sec,Running,2025-05-04 15:25:32.501863
CUST-23002,142.15bpm,2.11m/sec,Swimming,2025-05-04 15:25:32.501872
CUST-23003,117.42bpm,5.89m/sec,Hiking,2025-05-04 15:25:32.501882
CUST-23004,151.84bpm,2.53m/sec,Swimming,2025-05-04 15:25:32.501892
CUST-23005,173.99bpm,7.55m/sec,Hiking,2025-05-04 15:25:32.501901
CUST-23006,133.26bpm,11.09m/sec,Running,2025-05-04 15:25:32.501911
CUST-23007,187.32bpm,1.82m/sec,Hiking,2025-05-04 15:25:32.501924
CUST-23008,167.51bpm,1.59m/sec,Walking,2025-05-04 15:25:32.501933
CUST-23009,153.21bpm,5.01m/sec,Hiking,2025-05-04 15:25:32.501943
CUST-23010,142.3bpm,3.17m/sec,Swimming,2025-05-04 15:25:32.501953
CUST-23011,128.48bpm,9.2m/sec,Walking,2025-05-04 15:25:32.501963
CUST-23012,159.62bpm,8.48m/sec,Running,2025-05-04 15:25:32.502004
CUST-23013,141.35bpm,9.36m/sec,Swimming,2025-05-04 15:25:32.502022
CUST-23014,104.59bpm,8.43m/sec,Running,2025-05-04 15:25:32.502034
CUST-23015,160.44bpm,3.71m/sec,Swimming,2025-05-04 15:25:32.502044
CUST-23016,207.4bpm,8.31m/sec,Swimming,2025-05-04 15:25:32.502055
CUST-23017,118.49bpm,9.59m/sec,Swimming,2025-05-04 15:25:32.502072
CUST-23018,162.71bpm,8.3m/sec,Walking,2025-05-04 15:25:32.502083
CUST-23019,114.15bpm,3.42m/sec,Swimming,2025-05-04 15:25:32.502093
CUST-23020,117.39bpm,2.75m/sec,Running,2025-05-04 15:25:32.502102
CUST-23021,177.65bpm,9.38m/sec,Walking,2025-05-04 15:25:32.502150
CUST-23022,160.61bpm,8.91m/sec,Hiking,2025-05-04 15:25:32.502179
CUST-23023,111.36bpm,7.02m/sec,Walking,2025-05-04 15:25:32.502209
CUST-23024,115.39bpm,9.28m/sec,Swimming,2025-05-04 15:25:32.502220
CUST-23025,208.81bpm,3.97m/sec,Walking,2025-05-04 15:25:32.502230
CUST-23026,130.93bpm,6.5m/sec,Walking,2025-05-04 15:25:32.502240
CUST-23027,207.06bpm,2.64m/sec,Swimming,2025-05-04 15:25:32.502249
CUST-23028,153.12bpm,3.15m/sec,Swimming,2025-05-04 15:25:32.502271
CUST-23029,189.04bpm,1.91m/sec,Walking,2025-05-04 15:25:32.502281
CUST-23030,192.09bpm,4.28m/sec,Swimming,2025-05-04 15:25:32.502290
CUST-23031,121.42bpm,2.51m/sec,Running,2025-05-04 15:25:32.502300
CUST-23032,143.35bpm,7.47m/sec,Swimming,2025-05-04 15:25:32.502310
CUST-23033,134.6bpm,6.5m/sec,Running,2025-05-04 15:25:32.502319
CUST-23034,182.2bpm,1.32m/sec,Walking,2025-05-04 15:25:32.502329
CUST-23035,103.39bpm,10.77m/sec,Hiking,2025-05-04 15:25:32.502339
CUST-23036,103.49bpm,10.88m/sec,Running,2025-05-04 15:25:32.502348
CUST-23037,109.1bpm,10.23m/sec,Walking,2025-05-04 15:25:32.502358
CUST-23038,111.66bpm,6.04m/sec,Running,2025-05-04 15:25:32.502368
CUST-23039,144.32bpm,3.49m/sec,Walking,2025-05-04 15:25:32.502377
CUST-23040,134.1bpm,8.91m/sec,Swimming,2025-05-04 15:25:32.502387
CUST-23041,118.78bpm,1.12m/sec,Running,2025-05-04 15:25:32.502410
CUST-23042,192.88bpm,1.06m/sec,Swimming,2025-05-04 15:25:32.502420
CUST-23043,195.45bpm,11.03m/sec,Swimming,2025-05-04 15:25:32.502430
CUST-23044,192.99bpm,9.92m/sec,Walking,2025-05-04 15:25:32.502440
CUST-23045,169.81bpm,1.12m/sec,Walking,2025-05-04 15:25:32.502474
CUST-23046,159.37bpm,9.94m/sec,Hiking,2025-05-04 15:25:32.502510
CUST-23047,111.94bpm,1.03m/sec,Running,2025-05-04 15:25:32.502521
CUST-23048,136.47bpm,2.88m/sec,Walking,2025-05-04 15:25:32.502530
CUST-23049,160.64bpm,6.44m/sec,Hiking,2025-05-04 15:25:32.502540
CUST-23050,122.63bpm,2.3m/sec,Walking,2025-05-04 15:25:32.502549
CUST-23051,171.23bpm,1.83m/sec,Hiking,2025-05-04 15:25:32.502559
CUST-23052,117.56bpm,3.37m/sec,Running,2025-05-04 15:25:32.502569
CUST-23053,184.84bpm,3.1m/sec,Hiking,2025-05-04 15:25:32.502578
CUST-23054,133.86bpm,11.06m/sec,Hiking,2025-05-04 15:25:32.502588
CUST-23055,195.5bpm,9.64m/sec,Swimming,2025-05-04 15:25:32.502599
CUST-23056,123.64bpm,5.6m/sec,Walking,2025-05-04 15:25:32.502609
CUST-23057,186.79bpm,9.57m/sec,Swimming,2025-05-04 15:25:32.502618
CUST-23058,181.98bpm,4.5m/sec,Hiking,2025-05-04 15:25:32.502628
CUST-23059,157.83bpm,4.52m/sec,Swimming,2025-05-04 15:25:32.502673
CUST-23060,106.64bpm,3.43m/sec,Running,2025-05-04 15:25:32.502729
CUST-23061,100.58bpm,8.13m/sec,Walking,2025-05-04 15:25:32.502752
CUST-23062,119.54bpm,7.55m/sec,Running,2025-05-04 15:25:32.502772
CUST-23063,197.72bpm,9.68m/sec,Hiking,2025-05-04 15:25:32.502792
CUST-23064,132.14bpm,1.34m/sec,Running,2025-05-04 15:25:32.502811
CUST-23065,175.06bpm,9.43m/sec,Swimming,2025-05-04 15:25:32.502829
CUST-23066,139.72bpm,6.75m/sec,Running,2025-05-04 15:25:32.502848
CUST-23067,116.19bpm,1.18m/sec,Swimming,2025-05-04 15:25:32.502867
CUST-23068,148.43bpm,1.05m/sec,Swimming,2025-05-04 15:25:32.502886
CUST-23069,165.77bpm,7.2m/sec,Hiking,2025-05-04 15:25:32.502993
CUST-23070,203.76bpm,10.7m/sec,Running,2025-05-04 15:25:32.503055
CUST-23071,189.59bpm,2.26m/sec,Running,2025-05-04 15:25:32.503077
CUST-23072,126.33bpm,9.85m/sec,Hiking,2025-05-04 15:25:32.503154
CUST-23073,151.56bpm,8.33m/sec,Running,2025-05-04 15:25:32.503218
CUST-23074,101.3bpm,9.18m/sec,Running,2025-05-04 15:25:32.503230
CUST-23075,142.47bpm,9.63m/sec,Swimming,2025-05-04 15:25:32.503265
CUST-23076,142.63bpm,10.91m/sec,Swimming,2025-05-04 15:25:32.503277
CUST-23077,167.93bpm,4.59m/sec,Hiking,2025-05-04 15:25:32.503286
CUST-23078,203.66bpm,2.38m/sec,Hiking,2025-05-04 15:25:32.503296
